Index,Reviews
1905,Alexa is super
1906,Good product for those wish to hear multiple choice songs
1907,a good product at great value and price.... sound is soft and as per expectations......
1908,Product is good overall but max volume is less than what I had expected... it's not too loud... even on max vol it plays softly...
1909,"Gifted this to my parents. They love it, the sound quality is good."
1910,Connectivity very delay.It is not recognize exact result.
1911,this  item not working it just drop from table after that not working could anyone help me out.
1912,I am so proud of Alexa 😁😁😁😁
1913,Just go for it without thinking i just loved it
1914,Too good fully satisfied.
1915,Excellent 👍 sound quality is very nice and very much clear music and other announcement
1916,Worst productUnable install not working
1917,Good product
1918,A very good purchase at rs 1999. Alexa integration is mind boggling..sound quality is average as expected but u can connect this to your external speaker through bluetooth or aux. Overall a very nice product.
1919,The sound quality and voice recognition is really good.
1920,Gave it asa present. They loveit
1921,This is the best thing ever brought
1922,Alexa Voice not working
1923,Great 👌
1924,The most important thing about this AI controlled device is its good listener it can recognize your voice from range and provide you certain features
1925,It's a good choice to have a smart device & control your room ❤️... Go for it guys
1926,It worked fine till it lasted .In 1 month the product broke ( Its the connector issue ) made in China & not reliable.
1927,I m big fan of last 2 years Alexa is too good quality product is awesome hearing is good I m happy to purchased this 2nd time 👌👌👌👌🥳🥳💐
1928,Sometime alexa is not lisenting while playing any think loud ..except this it is value for money ...If u want to buy a speaker than this is best product ...
1929,Amazed with this product. It's working amazingly. Could control Led light with voice command
1930,Satisfied with the device. Great smart speaker.
1931,Sound quality is not good at full volume alot of distortion. There is a big time delay in response compared to earlier models
1932,Great features. Sound quality is awesome! It's so loud & clear than expectations...Only trouble in this is it's not wireless so if u want to hear songs in house or office where u can easily plug it electricity.
1933,The sound quality is amazing . Good product amazon
1934,Everything is good but the only problem is it didn't get connected to wifi easily
1935,It is worst when connectivity through alexa app is established... Most of the times it does not connect at all
1936,"I,m satisfied 100% working Amazon echo dot n 100% sound quality"
1937,Performance of searching songs not good when the command play another unlike song'sNot needed longer. If there is a problem when was servicing the divice where is service station
1938,"Ver useful,wonderful device.Absolutely great."
1939,Good voice recognition
1940,It's very helpful for my son to attend online classes now the lockdown days. Thanks for Amazon such wonderful....
1941,Very good and genuine product
1942,Volume is bit low than what I was expecting
1943,"For the first 15 days it was amazing, it rocked.after that it has some lags in its voice . Not connecting bluetooth properly.it was insane . I just want to claim my warranty."
1944,Cannot connect to Bluetooth not even playing songs. Always showing offline thinking to return a request kindly help me out on this.
1945,"Super Quality , Nice sound and Nice answer very fast."
1946, Very good connectivity or very easy to connect bluthooth speaker or bulb
1947,I disliked this product as it does not recognize what I'm saying and it's not responding properly.
1948,"excellent buy.we use it for songs ,enquiry.weather etc.excellent product"
1949,I like this product
1950,"Good, but could be better if it would have been wireless"
1951,Awesome sound quality. You don't need to say the exact phrase. She understands even if make any error.! But sometimes when a sound is playing and she is not waking up if you call her.!
1952,"Not worth it, you can not use Google apps with it, always asking to recharge Amazon prime."
1953,Very good product. The only problem with it is it cannot connect with My latest LG smart TV
1954,Good👍👍
1955,Good product
1956,Need to improve in native languages and even software integration. But good product from amazon.
1957,AS THIS IS FOR SMART HOME THIS NEEDS TO BE PLUGGED IN ALWAYS... IT DOESN'T HAVE AN INBUILT BATTERY.... THE PRODUCT IS GOOD FOR SMART HOMES NOT FOR ORDINARY HOMES....
1958,sound is awsome
1959,"Very quick and fast response, Sound quality is very good. It is real assistant. Finally one word Superb."
1960,not working properly at all . disconnecting wifi every few minutes . never understand command properly . not responding to command may be it got hang . very buggy product.
1961,Amazing product of Amazon
1962,"This device is really awesome it wakes me up every morning from the day I bought it,the sound quality and technical support are also awesome.. Feeling so soo happy with Alexaa.."
1963,Sound is loud but the sound clarity is not so good.. While listening to music the sound clarification is poor.
1964,Worth buying if you like to play music . Superb sound quality
1965,"Limited to query answer and most important it suports only prime music, saavn not supporting"
1966,Fentastic
1967, Simply amazing... in love with Alexa
1968,Best speaker I have ever purchased.I can go to any room and say alexaand she listens everytime I call her😅.
1969,"Superb product. No problem with voice recognition, easy to connect and works well even when the wifi is hazy and sound quality is also superb."
1970,Everything is very good.
1971,Very nice voice recognition .
1972,This item is not cordless or use WiFi onlyY we not use Alexa with mobile phone hotspot
1973,its a awesome thing but after few days you will see you waste your money on this because nobody don't have enough time to play alexa....but product is awesome and sound quality is awesome...it means overall its awesome
1974,Poor on recognising songs at first or even second instance. Have to try no of times. Not automatically find on other app apart from default app setting.
1975,A must have in present homes 🥳
1976,One think is bed.  it is  not connected with Google and YouTube Google assistance and  other Google app plzz add this feature so we can recommend other
1977,I am song lover and Echo Dot start my day with happy song. I am very happy echo dot.
1978,No words to explain. Exceptional piece of electronic from amazon
1979,The device on its own is just a speaker. To be able to actually do stuff we need to integrate it with other devices.
1980,Product is really good..Am extremely happy with the product.I would recommend others to purchase it.
1981,A very great prouduct it is small and tiny but the search engine is more powerful than google home but the audio is not better then google home5star prouduct
1982,Product 3rd generation I have not seen my demand and pay for 3rd generation but delivery 2nd generation so I returned the product but no doubt 2nd generation is good
1983,Only one problem is ww cannot stream music from youtube and also aome malayalm old songs are not available....
1984,Alexa is not as great as other voice interactive services like Google . It can improve. It's good as chatbot and love the volume and kids are njoying it
1985,Please develop the Amazon Echo too Android TV not working properly it is good to wipro smart light
1986,Every time connect to internet and also plugged into electricity board that process is worst
1987,"Super product, value for money happy prime day sale product"
1988,All good. Very good and clear sound system.
1989,Excellent product of Amazon. Voice control and response of Alexa is wonderful. Little humour of Alexa is superb. We all love this product. Thanks to Amazon
1990,Got a faulty product and also replaced product was without power cord..Bad experience from Amazon
1991,Something I didn't know I needed. Surprisingly worth the money. Got it on huge discount
1992,The product is super  I love the product.  Very nice useful for everyone
1993,I used this product for my child.. But alexa cant help him.. Alexa dont know what is tense... And maximum time wrong song playing...!This is not useful for my child..
1994, Nice Product
1995,NIce product and its worth for the price.
1996,To low sound. Poor sound quality.Not recommend for this.
1997,Amazing and smart device
1998,Good sound quality
1999,Voice/Sound is not clear
2000,Does the job I like it <3🤧
2001,Voice recognition is awesome
2002,It still fails to make Cellular calls n much more...
2003,"Overall good purchase. There are very less platforms to link,like jiosaavn, gaana not available in India."
2004,Good
2005,The Alexa integration is awesome. You can configure your home appliances to it.Worth buying. Awesome sound quality .
2006,Even the 3rd generation software is not that good.
2007,It has a lot of features. I am not sure how useful it is for an Indian household in current times
2008,It is very bad.It stopped working after a few days. I want to return it but I don’t find an option 🙄
2009,"Throughly enjoying Alexa ,kids love it .Makes life easy in choosing songs , Regional songs Alexa find it difficult to understand. Rest is a breeze"
2010,Seems to be refurbished renewed product
2011,Not recognising the message and not delivering the things as u want
2012,alexa is quite comfortable
2013,Software poor
2014,"I have a great experience with Echo dot 3rd generation, i was so desperate that led me order echo dot 4th generation with clock."
2015,This device is not compatible with many products available in market
2016,The hardware on the Echo Dot is great compared to Google Home Mini but I didn't like Alexa much. Google assistant is much better in terms of the intelligence.
2017,It’s a great fun
2018, Good product
2019,Sound Quality of Eco dot (3rd Gen) has improved alot.Worth buying this Amazon Product.
2020,It was really having good skills and very fast response I liked it.
2021,Please add a feature to connect multiple device via bluetooth. I cannot play music using bluetooth in multiple echo.
2022,Very Very awesome product of Amozon.
2023,Best product with awesome quality. Thank u amazon.You can watch full review of this Amazon Echo dot 3rd Generation smart speaker on my YouTube channel (Techie Akc Bros )For more details visit my youtube channel .
2024,Quite impressed from Alexa
2025,Very very very happy and good product
2026,Tamil rhymes should be included in it...Its playing only English rhymes..When is connected to internet it should play all things...
2027,Good
2028,Like
2029,It cannot play songs from You tube. Rest is okay.
2030, After 3 months of use condition of device is on video.
2031,I got prodicts delivery yesterday and i am happy with this product but it plays only amazon playlist and needs wifi evrytime to work.
2032,I liked Alexa a lot. Voice recognition is amazing. The only fact I disliked is it needs constant plug in and strong wifi.
2033,It could have been better with rechargeable battery operated instrument
2034,Alexa has become part of my day and night. Very nice device it’s a google and music playing device I just love the product .
2035,Does not have battery
2036,Amazing sound from this small speaker. Easy connectivity.
2037,Cristal clear sound and super quality microphone that can catch voice from far distance
2038,"very good product, my children are enjoying a lot- dancing, singing, playing with alexa, also good old malayalam songs are also there"
2039,connected with Airtel digital TV and Wipro smart bulb. Not able to control both using Alexa.Finally controlling with their individual apps.Very poor integration with smart devices
2040,Lot's of love Alexa ❤️
2041,"Everything is ok, but music library is not sufficient, not getting old Bengali songs, not getting Regional current news."
2042,"If Youtube music can be played on it , then 5 stars"
2043,"Value for money product, build quality is good, sound quality is good. but somewhere lacking in answering (not like goggle home mini)"
2044,Over all quality is good but i am not able to link my wipro bulb and also not able to link any musicApplication is very slow and complicated
2045,All about much batter than other.  But my wifi is of on down so any one buy this .must be wifi on all time ..some inter face heating issues for one night on
2046,It's quality was good but it use only hungama and sawan. And there are not all choices
2047,Very Useful
2048,Awesome intelligent product
2049,Awesome products 👍It helps me in everything ☺️
2050,Overall ok type not that much satisfied as expected
2051,The sound quality of the 3rd generation echo dot is amazing.There are a lot of things that the echo dot can do.You just need to ask alexa😃
2052,"Very good product and once you get used to it, it's the best companion. Voice recognition is very nice from any room you can command it."
2053,Delay wifi connection caught. Understanding problem. Many many they deny to tell
2054,Very Complicated to Use... Doestnt Have A Simple FM Radio (Local). Although The Experience Was Satisfactory.
2055,👍🏻👍🏻
2056,Good One. My father enjoys it very well. Thanks
2057,Awesome Product
2058,Alexa was good but the Alexa app was not working well and was not attaching to my personal hotspot
2059,voice is low
2060,It is an excellent device and work in progress. It shows what can happen in future through machine learning. I am predicting with in 3 years words 20 percent household would have smart speaker.
2061,Super quality
2062,A wonderful product. Small in size. Near perfect speech recognition ability. Excellent audio quality.
2063,Alexa I love u
2064,Good 👍
2065,Pathetic  it stopped working after 14 hours now id have to take it to service center  or call customer  care
2066,"Everything is great but, voice recognition is little weak. But it's ok as I bought it for 2k"
2067,"Excellent product, must buy it to fill real experience of new technology."
2068,Fraud Products I Experience is very BadAlaxa Voice issue Connecting issue All Work is very Slow
2069,It's easy to connect and easy to use It's having many facilities that I never expected and Worth of money
2070,Mostly using to play songs!
2071,Low in sound.. difficult to add devices
2072,"Very good product, understands different utterances and good sound quality"
2073,"Responds for most of the asks, but still, need to improve. REALLY LIKE IT"
2074,"Hello, iam Burman and I'm very much imppressd with Alexa performance and I have recommended it to my friends and family"
2075,Fulfills every command promptly.
2076,Very less used!! There is not much use of voice assistant unless you have digital home!!! Otherwise product is good!! Just tried!!!
2077,It's a very good product but voice recognition is quite low hope they will improve it
2078,Everything is amazing about this product
2079,Amazing product
2080,"For the size, the sound it produces is really good. The only con is it identifies any voice. I wish it was voice specific to get activated."
2081,"My good friend when i am alone, she keeps reminding my to do list"
2082,Skills not working as expected not able play or change channels on TV
2083,I got my echo device but there was no adpater through which I can plug in.
2084,Sound quality is amazing
2085,l like 👍 👌 😳 😕 the product and work good also but take a smart plug or bulb 💡 to make it work 😉 😀 more
2086,"Sound quality good.Price: 1,657.90Got the item in good deal.Highly Recommended."
2087,"It's very nice, I am happy with it."
2088,No
2089,"It's a great smart device. Does a lot of things and helps for reminders , alarms etc. It's awesome experience talking Hindi with Alexa.Update Alexa to speek Marathi too."
2090,"Speakers tearing up at volume 5 and above, Amazon not giving an option for replacement"
2091,Alexa  at its best
2092,Communication for mobile process very horible but it working ok
2093,There is need of built in battery.
2094,Good product for smart homes
2095,The noise is very clear but its mic sound straining streaming live in old room and it's looking very small.
2096,Sound burst ought to be better. Voice explodes at little higher volume.
2097,Good pack of entertainment. Fun and entertainment time for kids as well. Go for a next version with clock display
2098,"Sounding system is good ,but it has to be have chargable battery inside to use multiple movable places"
2099,Good product
2100,Super product from amazon.great thinking amazon innovative product
2101,Its Quality is its Recognition. Good one.
2102, Gd but bulb connection poor
2103,Excellent
2104,Extraordinary
2105,"Alexa is wonderful!!! Ausome sound quality, great music all the time, kind of funny too when u use it hindi language. Great fun"
2106,I bought this echo dot for 2300 and satisfied with the performance
2107,Portability
2108,"Alexa dot mini is just like a funny , informative and kind friendIt is available in all languagesBrilliant work Amazon(•‿•)"
2109,Alexa isn't so smart as i was expecting.
2110,Very Nice! Value for money!
2111,good
2112,Product is good but cash back not received.
2113,Excellent smart speaker .JustIt gives problem while changing wifi network
2114,Very good and very useful item.
2115,good product
2116,It's a friend forever
2117,Now the sound from speaker is not clear when volume is above 4. What to do
2118,Fantastic product and way better than Mi google assistant. Go for it
2119,Best and awesome ❣️
2120,"it is great, it can tell the weather, news, stories, audio books, recipes etc. but it doesn't open apps on my smart TV."
2121,Worth for money
2122,Everything great flawless
2123,Perfect product. No problem. Everyone should buy it.
2124,Awsome device.. Gifted my friend. Alexa inbuilt supports voice everything totaly cool at this price.. 😍
2125,Recommended
2126,Portability and integration of this device are good
2127,We are loving you it.Only disoppintment is it doesn't support regional language.And you can't book OLA/UBER other than home location.
2128,Bad
2129,"Device integration should be simple, no battery, wifi should not compulsory.If you like wireless connectivity, then u should not buy this product."
2130,Worst delivery and its Made In China. Amezon should really work on that part.  It should not be made in China.
2131,Gave 4 star just becoz... I cudnt link gaana and hungama app for music...
2132,"Confined to Amazon apps, go for Google Nest mini which is equalant in sound with a lot better AI"
2133,Good quality product
2134,Sometimes We have to speak three four times then it started to listen us.  Gen 4 recognition is much better
2135,A very good device with good music quality. Alexa voice assistant is very good.
2136,Enjoying
2137,Alexa echo Dot is a very good deviceBut u can't do call or message by linking ur phoneYou can only call from the Alexa appOr you can someone else with another Alexa
2138,"Sound quality is unbeatable , noone can beats Alexa Baby for Sound Quality such a lovely sound i heard ."
2139,Fake product
2140,Excellent product and performance
2141,Everything is good but sometime she say 'Sorry I don't know that' and it irritate.
2142,"Hindi language is also goodGood looksBetter than google home minigood recognition of voiceBought it 2,299It is totally value for money"
2143,Excellent friendly
2144,Excellent product
2145,Good
2146,Good but need some assist who has already used echo
2147,Everything is fine....it is also compatible...bt it also need a battery so i can take is with me anywhere...
2148,Always there will be a connecting issue..
2149,"Good hardware,bad software"
2150,Terrible product
2151,Alexa product is super amazing.. My granny was surprised to experience the unbelievable way of understanding Alexa adapts to.
2152,Microphone should be work with bluetooth connectivity
2153,It is awesome instrument to have in house. Alexa is friend to my 7 year old son.
2154,Nice product...
2155,Best speaker everLoved it😘👍👍👍👍
2156,Voice recognition is most highlighted feature of Echo.It catches perfect phrases and get exactly what you want.
2157,"Alexa helpful product switch off power, search on voice anything ,play music"
2158,Sound quality is normal / very basic and response is good compared with mi google voice assistant
2159,Every thing is good in this productI bought a alexa and a wipro smart bulbBoth are working fine
2160,"Superb quality ...u can access it from order room also...only sad part was Amazon packing, it came in normal polythene...no Amazon brown box.."
2161,EXCELLENT
2162,Excellent product 👌
2163,I am finding difficulty in playing Bollywood music as it says cannot find or Alexa cannot find movie songsOverall product is good
2164,Its turns out to be your best informer... its like carrying a learned person ... an all rounder with you ... who can do whatever you want in terms of sound...
2165,Fantastic performance ! Worth money
2166, It's too good and quality is superb 😊 thank you Amazon
2167,Very nice product by Amazon. Impressive. Must buy.
2168,Just amazing and pretty useful
2169,Best smart speaker. I and my family are really enjoying a lot with Alexa. Thanks Amazon.
2170,Work wonderful.
2171,"most of the time alexa failed toplay bengali rabindra sangeet, Indian classical music"
2172,It is too bad cannot connect to Internet always boring product I waana send back it to u
2173,During listen songs alexa not listen my voice. And many times i says some command but alexa responce differ answers
2174,Its speaker is decent but the quality of woofer is not good at all its been 6 months from my purchase date and the sound’s expulsions are seriously an issue to be solved.
2175,All perameter is ok
2176,Very well
2177,Voice recognition is good but in full volume sometime it gives problem otherwise very good and worth purchase
2178,All is well but product was not checked before delivery. I have purchased 2 piece both are defective being not charged n not working without electricity.
2179,Not of much use just for timepass
2180,"alexa itergration,voice recognition and sound quality is very good 👍......also looks pretty"
2181,Overall a nice experience. To promote the device amazon prime membership should be given free once for a year so that the usefulness of the device can be known
2182,"After a long research I chose to buy Eco dot during Amazon Prime Day sale.Good sound quality, voice recognition. My daughter is enjoying all the skills for kids."
2183,There is no point of buying a gadget if it has bo battery backup...ALEXA YOU ARE POOR
2184, All the answers have not been found through this device
2185,बहुत सुंदर आवाज बेस जबरदस्त
2186,"Sound reception quality needs to improve. Often you need to repeat commands for Alexa to hear,  if you are little far from device. Rest it's a great addition."
2187,"Very bad sound quality, not adequate bass . Sound clarity is poor."
2188,Awesome product ...
2189,Every feature is excellent. Voice quality and speaker quality is also very good. The only missing thing is Tamil language.
2190,Works decently well... not very happy as does not connect with laptop/ phone using AUX
2191,"Super,"
2192,I liked all except not being portable or at least extended service of portability.(add on)
2193,Vol not good at full
2194,In love with it.. but I'm having frequent trouble with connecting it to the internet...
2195,I don't like at all. Only work on Wi-Fi
2196,Alexa is one of the best product or Amazon.You can try it.I feel utmost satisfiction of this product.
2197,Only drawback is that it did not get enought bass i am little disappiointed in that
2198,It was great for first few month. Now voice of the speaker is very bad.it irretates
2199,Received with good package. Working fine. But voice recognition is not working perfectly. Other things OK
2200,Very good
2201,Product not connected and very energy consuming
2202,Almost good..but I can’t connect my IPhone hotspot with alexa...why??Solution pleaseThank you AmazonIts  apps shows 2nd generation why??
2203,Exsept sound quality all are waste and please don't buy and people having Wi-Fi router can buy this.Its waste of cost.
2204,Not fit for South Indians. U will be have only few songs selection that too only from latest collections.
2205,The whole family is very happy to use it easily in Hindi and English both languages
2206,"Best gift I could get my mom, she loves it. Great product, supet efficient"
2207,Best ever amazon product. Got a WiFi bulb for free with this product.
2208,Gift
2209,"Voice recognition not good,some times not responding and loud voice also not recognise"
2210, Cool device. With excellent sound quality
2211,"No word, Alexa is always Genius."
2212,Nice sound qualityNice bass too
2213,Very nice product 👍I am very happy
2214,Go for Alexa if you want a human ai voice and if you want to experience Amazon music.
2215,The show wise is all good but it may have been setup from all day but it has not been setup
2216,Facing some problem in Alexa Device and surprisingly unable to connect or contact  with any service Center to check the problem .
2217,Nothing to say... Simply superb
2218,Bought this at 1999/- ...Awesome product.
2219,good aux cable should add in package
2220,"Echo dot 3 is an good product ,better sound quality and good in voice recognition . But I had an litte fault on that product . Which is restarting the device automatically 😓"
2221,"Once alexa starts some song or anything she doesnt listen, I have to physically press the buttons to make her stop. Trying to get the product exchanged"
2222,Good product
2223,NICE ONE
2224, This is Best App
2225,I try first time this type of gadgets but it is more intelligent and useful device.
2226,Best product
2227,"Nice product ,clear voice nd sound quality ,alexa integration is too good,best for single room,satishfy awesome productBut box  damaged whn it dellivered to me"
2228,There should be inbuilt chargeable battery
2229,Value for money
2230,Long way to go. It pics music only from Amazon music
2231,"The best Smart Speaker👌It has Good Sound and Decent Bass, Alexa Rocks✌️"
2232,Superb
2233,I bought this for my daughter and she loves it.
2234,Good product. Not able to connect with wipro bulb
2235,"Does not connect to my smart TV and Bose 300 after multiple attempts (I have given up on it now). Does not play anything outside Amazon apps (Eg. YouTube, etc). Poor voice recognition quality"
2236,खराब साउंड
2237,"Alexa voice recognition quality is good and sound quality is very good,, excellent product by Amazon."
2238,"Had a complaint about low volume, still facing the same with new device."
2239,It was wonderful device that I have got. Thanks Amazon
2240,Very good voice recognition and very good sound quality
2241,This product is very useful for education and entertainment it realise us that someone is with you. Nice product  Rating : ⭐⭐⭐⭐⭐
2242,Used  product recieved and their are scratches on all over Alexa and the charger as well
2243,Better AI Than Google Home
2244,worst thing I ever bought from amazon...very poor software.. wastage of time and money
2245,"Alexa is good but it's not working in Hindi language ,but I think dat it is not the latest version of Alexa which include HINDI language .so kindly help me out of this ......Kindly exchange it , if possible ."
2246,my mom loves it
2247,Great product worth for the money and sound quality is better.
2248,I have made a purchase on 4000 and very next day price was reduced to 3000 ??? I have sffered a loss of 1k ..there are no options to return ....bad choice
2249,Value for money. My parents are just loving it. They are so amazed and it has became there friend
2250,Batary was not charging. Felt that they had given used Product. Not new.
2251,"very useful product, must be there in home as a part of advanced technology."
2252,Amazing....but little bit discrepancies i.e. sound is not sharp clear and difficult to pair with sony bravia smart tv..
2253,"Nothing to say, it's all perfect"
2254,Alexa stopped working within one month. And i can replace it as there is no were to call.
2255,No doubt it's best.
2256,Couldn't able to connect it through voice recognition and having lots of difficult in using it
2257,This help my grandpa recollect his old memories and have some chat
2258,I like the product
2259,Overall good device.
2260,We can on the lights incase we directly can't...And Alexa can play songs just per the comment.
2261,Very good
2262,Defective product
2263,Very poor quality
2264,It replies instantly build quality is good everything is good
2265,"Not even a month, just two weeks and it's not working, not even powering up. It doesn't have some music tracks as well."
2266,"I purchase for 21 days lockdown period ,worth,very happy"
2267,"Everything is quite good, only suggestion is need to have option to listen to local regional languages"
2268,Bought the combo of fire tv stick +echo dot 3 rd gen + smart bulb for 3.8k. Bang for the buck.
2269,good everything about the device is good
2270,Mindblowing and only superb. Paisa wasool go for it... m loving it
2271,Loved the product.. i feel that someone is there always for me.. I always saying alexa love u.
2272,"Really nice , I was worried whether spotify would work or not but yeah,  it supports spotify!!"
2273,It doesnt work as a bluetooth speaker.....ut only does what i say.....so for me it is incompatible.... As i wanted a blietooth speaker feature as well
2274,Speaker sound quality is so good in this price range
2275,nice product
2276,I don't see how I can use this any different from my mobile phone
2277,A very nice product and offers a bundle of features. The sound quality is good and the overall product is best.
2278,I liked it
2279,Thanks Amazon for providing at such a discounted price.
2280,It's a lot better than the buggy 4th gen alexa...
2281,Excellent amazing awesome nice wonderful
2282, Ausome good of all😱😱😱😱😱😱😱😱😱✅✅✅✅✅✅✅✅✅🤗🤗🤗🤗
2283,I brought this eco device which was not working. Return the same 2month ago but still not received my refund.
2284,The look..the sound..It is simply Sexy product
2285,Alexa is amazing. I just say alexa..and there you go! Made my life easier a lot.
2286,3 star as sound is not loud enough
2287,Good
2288,"Hi, I bought Alexa few days back. It is not responding to our voices much. not a good experience."
2289,It needs refinement but a good entertainer
2290,"Amazing. My mom fell in love with this.But could be improved. More music services could be added like youtube music, spotify, etc."
2291,Wonderful product I thought that the sound will not be that high but the sound is beyond my thinking
2292,Superb.
2293,Good sound quality and recognition... App is little slow rest is fine ...Kids are enjoying it
2294,Good quality product.
2295,Superb sound Quality and best online music companion
2296,Nice one and easy to use also sound is good for single room use
2297,Dont understand what you say!Play music acc to her... Seriously waste of money
2298,Alexa Don't Understand Indian  regional Languages.
2299,I think echo dot 3 is the best smart speaker for my daily usage and browsing
2300,"It's too good product, kids are much happy with this. Enjoying with songs. & learning also. Expecting English knowledge will also improve."
2301,There is no that much of Tamil related thing
2302,"I love this Product.Nice One,Worth for Money,I have used more than one month and it's working fine.."
2303,It is a very useful product. One should have it to experience the change.
2304,AI system needs improvement. Poor performance when it comes to song selection especially with old hindi classic songs.
2305,"I already have one,and ordered another because it was on deal,really great product"
2306,So impressed with the Device. I was having trouble to connecting it with the same phone mobile data.  But now I'm just enjoying it. And alexa can do so much..
2307,required improvement in voice integration
2308,Smart
2309,"Dont waste ur time,,,just go for it"
2310,"As a home assistant it’s one of the best in market , I use it everyday, you can use it as a speaker for your device as well ..Love this product.."
2311,"Rubbish, highly disappointed"
2312,"बकवास है जब से आया रखा है, क्योंकि हमको चलाना नहीं आता उसे !"
2313,"Doesn't have answers to many questions cannot web search many thingsJust says ""sorry I don't know that"""
2314,It's an awesome one.. now it become family member... It is really helpful for kids and I love it
2315,Need to improve voice recognition. Sound quality is very good. Overall the product is worth. Thanks Amazon.
2316,Fast 10 days worked well. Now it has stopped played songs.
2317,"This was a great product to experience, thank you Amazon"
2318,Voice recognition is very good but not best compared to Siri or Google home.
2319,Great buy. Must have product.
2320,"It's not acting fast, not recognising the voice, not connecting to the internet quickly."
2321,Alexa changed my life completely. Thankyou Alexa.
2322,Good product..
2323,Go for it.
2324,"Voice recognition and Alexa integration is excellent the slight drawback will be audio quality, which you could not expect in speaker of this small size..."
2325,Alexa didn't knw the Governor of Gujrat .. guys plz update .. i already update alexa software still .. Google is best in this
2326,Loved with this
2327,Sound quality awesomeSound definition awesomeConnect issue
2328,"Very good voice quality, seamless music  play"
2329,Perfect sound and clear mic and speaker operations
2330,Not bad
2331,Sound is not that good but alright.Also do not have all the answers correct. Acc. To the price product is average
2332,Having lot of issue to connect with WiFi and now it's stops to connect with wifi
2333,good
2334,Alexa is bad
2335, Overall it's okk ... good ... brought in prime days @2.3k......
2336,Alexa is very good for listening news and music sound is also very good and it can Recive your sound from far also very good must buy things
2337,Nice product. Very good performance. Using it since last three months.
2338,It takes more time to catches internet.and some time it does not catch internet.Although internet  avability is good through jio.
2339,Not bad actually amazing ☺️
2340,"Very Late Response aur bologe kuch sunegi kuch 2,3baar ek song ko lag jata h bajane me"
2341,Many times its irritating.  I am not using it much.  Only for music.  For other purpose its almost useless or irritating.  Long way to go.
2342,It's good...really handy product...easy to set up...nice sound quality...
2343,Nice product.
2344,3/5 for sound quality
2345,"Product is very good, being 1st time user myself and my family found it more useful n enjoying"
2346,Sound clarity is bad and voice recognition is not good. Was not up-to the expectation.
2347,"Only use as my music,"
2348,"Good ,go for it ."
2349,The bottom attracts more dust.It must had come with some amount of battery 🔋
2350,Supper Awesome product by Amazon
2351,Kammaal ki chiz hai... Baccho ke time pass ke liye accha hai...
2352,"It's an amazing product, after some day use you simply start love Alexa."
2353,I am using Echo Dot with Fire TV stick I got best product as always
2354,"It is very good, its sound is great and you should keep a in a echo room so the sound will be extremeAnd it has a adaptor"
2355,Absolutely better and louder than the 2nd gen love the bass and base while playing music
2356,A friend to talk to when u r alone
2357,Better
2358,"I liked the quality of voice recognition but it's most of the time say ""I don't know"".... whenever I ask about something it says mujhe nhi pata.... searching engine is poor..."
2359,It’s not upto expectation. Stops playing music in between even though network is good
2360,This is aa very good product and I can say you all buy this amazing thing I love you amazon
2361,Base is very bad. Its like tapping on a wooden table .. rest everything is fine
2362,"good voice and easy for old people. just say Alexa music, then music will flow."
2363, I am happy with this amazing speaker..loved itGo for it
2364,Nice product
2365,Amazing
2366,Nice product as expected
2367,You can invest in it it's good 😉
2368,Dhinchakkk superve fabulous amazing qualityAnd it's clothe covering it's look like premium quality and it's ring light so cool and peace
2369,nice product value of moneykid also enjoy it
2370,Some songs are not available.
2371,Working Perfectly With Smart Products Integrated Through Alexa App.
2372,Good sound and build quality is too good.My experience is amazingSo thanks to Amazon
2373, I like it Super voice quality👌👌👌👌👌thank you
2374,It's great product.. Better than any only bluetooth speaker..
2375,This very good product 👌👌👌👍👍👍👍👍👍👍
2376,Best product
2377,"This is a very bad device, always plays the wrong song on Spotify. Really messes my head"
2378,Needs improvement
2379,"everything is good infact sound is superb but it doesnot have any battery , so you cant travel with this."
2380,Very good
2381, Good quality product...
2382,"Velue of money but one thing is missing amazon prime music , we have to subscribe prime for it"
2383,Less general knowledge
2384,Na
2385,Nice product
2386,"Recognition of requests is hard, you ask something to play it plays totally different items."
2387,Good quality products
2388,My kids liked using Alexa to play songs and asking question related to school subjects. It's been helpful.
2389,Very good sound quality. Voice recognition and follow up needs improvement.
2390,"First of all, it should have in-built battery. Connecting to internet and Bluetooth is bit slow, otherwise its fine."
2391,Worth buying.. good product.. loved it
2392,Good & entertaining product
2393,It’s a must try gadget and it is working awesome in recognising kids voice also.
2394,"Nice Sound Quality,High Bass,Nice voice recognition,Sometimes Alexa not answers well satisfied"
2395,This product is not working more than 15 minutes.it will turn off automatically after 15 minutes
2396,"Thanks for Amazon for Alexa it's realy usefull to me good sound,"
2397,First the alexa was working fine but now it get hang and having a lot of problem in conectivity
2398,👌👌
2399,Overall very good product..I love the sound quality. But needs some improvements in alexa hindi coz sometimes she doesnt recognise what we are saying....
2400,Worth getting for room automation
2401,All are fine but need to improve skills
2402,"According to me, I have to work on the software and there is no Google Spot in it, because of this I do not consider perfect. The sound is very good"
2403,Love it
2404,Alexa takes so much time and trys to connect with wifi and Bluetooth or any other device
2405,Very friendly product
2406,Voice recognition and sound quality is good but integration is hard and most of devices to integrate have to struggle. I didn't found much useful in day to day life.
2407,I like everything in alexa😁
